Dataset,BatchSize,Threat,Source Model,Attack,standard TSR(FR),standard S_APR,standard S_total,standard median_norm,standard Optimality,zhang_2020_small TSR(FR),zhang_2020_small S_APR,zhang_2020_small S_total,zhang_2020_small median_norm,zhang_2020_small Optimality,stutz_2020 TSR(FR),stutz_2020 S_APR,stutz_2020 S_total,stutz_2020 median_norm,stutz_2020 Optimality,xiao_2020 TSR(FR),xiao_2020 S_APR,xiao_2020 S_total,xiao_2020 median_norm,xiao_2020 Optimality,wang_2023_small TSR(FR),wang_2023_small S_APR,wang_2023_small S_total,wang_2023_small median_norm,wang_2023_small Optimality,per-time,Average transfer optimality
cifar10,128,linf,stutz_2020,original_ga_fgsm,34.5(0.1934576434003062),0.1011,3.49,100000.0,0.354,6.0(0.15134344671453517),0.095,0.57,0.0,0.071,100.0(0.1313221235173782),0.25,24.99,0.016,0.0,17.3(0.190244893491178),0.0891,1.54,100000.0,0.165,4.2(0.08166737896582774),0.0603,0.25,100000.0,0.05,0.007,0.16
cifar10,128,linf,xiao_2020,ch_pgd_minimal,98.8(0.10065295183451577),0.0571,5.64,0.11,0.912,91.4(0.48207022672720257),0.0838,7.66,0.0,0.822,100.0(0.13114875864224415),0.3469,34.68,0.012,0.968,99.6(0.28486583235460305),1.2368,123.25,0.058,0.645,99.1(0.11744577733266863),0.0273,2.7,0.188,0.944,0.234,0.912
cifar10,128,linf,xiao_2020,art_bim_minimal,99.9(0.09256941283862352),0.0566,5.65,0.125,0.873,98.9(0.4898289458324475),0.098,9.69,0.0,0.831,100.0(0.1310915872532526),0.3455,34.55,0.013,0.967,99.7(0.2876302553906055),17.2374,1718.18,0.058,0.664,99.7(0.11362392669696242),0.0239,2.38,0.22,0.906,1.388,0.894
cifar10,128,linf,xiao_2020,art_pgd_minimal,99.8(0.09330494243847777),0.054,5.39,0.126,0.863,97.6(0.4886138536208938),0.0927,9.05,0.0,0.822,100.0(0.1311484977727645),0.3444,34.43,0.013,0.966,99.7(0.28760211973048033),25.4903,2541.59,0.059,0.654,99.2(0.11706606653927581),0.0235,2.33,0.227,0.896,1.511,0.887
cifar10,128,linf,xiao_2020,original_apgd_minimal,99.9(0.09239912070057386),0.0523,5.23,0.127,0.87,99.2(0.4901477173975381),0.0584,5.79,0.0,0.804,100.0(0.13120662285729548),0.2046,20.46,0.026,0.864,100.0(0.28442112908551526),90.1595,9015.95,0.002,0.962,99.9(0.11268701274129406),0.0244,2.44,0.211,0.922,0.765,0.865
cifar10,128,linf,xiao_2020,ta_apgd_minimal,99.9(0.09239912070057386),0.0523,5.22,0.127,0.87,99.1(0.49010591193284536),0.0584,5.79,0.0,0.805,100.0(0.13120662285729548),0.2046,20.45,0.026,0.864,100.0(0.28442112908551526),90.1657,9016.57,0.002,0.962,99.9(0.11268701274129406),0.0244,2.44,0.211,0.922,0.754,0.865
cifar10,128,linf,xiao_2020,art_fgm_minimal,94.3(0.12733725095275808),0.1344,12.67,0.119,0.818,88.5(0.47839264967709394),0.1069,9.46,0.0,0.797,99.7(0.13257446851527566),0.3517,35.07,0.012,0.951,96.0(0.28902900793402947),1.8929,181.72,0.061,0.551,93.8(0.1437948300680956),0.0268,2.51,0.207,0.874,0.01,0.86
cifar10,128,linf,xiao_2020,ch_fgm_minimal,94.3(0.12733725095275808),0.1344,12.67,0.119,0.818,88.5(0.47839264967709394),0.1069,9.46,0.0,0.797,99.7(0.13257446851527566),0.3517,35.07,0.012,0.951,96.0(0.28902900793402947),1.8929,181.72,0.061,0.551,93.8(0.1437948300680956),0.0268,2.51,0.207,0.874,0.007,0.86
cifar10,128,linf,xiao_2020,dr_fgm_minimal,94.3(0.12733725095275808),0.1344,12.67,0.119,0.818,88.5(0.47839264967709394),0.1069,9.46,0.0,0.797,99.7(0.13257446851527566),0.3517,35.07,0.012,0.951,96.0(0.28902900793402947),1.8929,181.72,0.061,0.551,93.8(0.1437948300680956),0.0268,2.51,0.207,0.874,0.008,0.86
cifar10,128,linf,xiao_2020,fb_fgm_minimal,94.3(0.12733725095275808),0.1344,12.67,0.119,0.818,88.5(0.47839264967709394),0.1069,9.46,0.0,0.797,99.7(0.13257446851527566),0.3517,35.07,0.012,0.951,96.0(0.28902900793402947),1.8929,181.72,0.061,0.551,93.8(0.1437948300680956),0.0268,2.51,0.207,0.874,0.007,0.86
cifar10,128,linf,xiao_2020,ta_fgsm_minimal,94.3(0.12733725095275808),0.1344,12.67,0.119,0.818,88.5(0.47839264967709394),0.1069,9.46,0.0,0.797,99.7(0.13257446851527566),0.3517,35.07,0.012,0.951,96.0(0.28902900793402947),1.8929,181.72,0.061,0.551,93.8(0.1437948300680956),0.0268,2.51,0.207,0.874,0.008,0.86
cifar10,128,linf,xiao_2020,adv_lib_apgd_minimal,99.7(0.0942752452588319),0.047,4.68,0.125,0.859,96.8(0.48766357504097807),0.0382,3.7,0.0,0.737,100.0(0.13120618651623983),0.2143,21.43,0.024,0.88,100.0(0.28725329619552037),1249.0756,124907.56,0.001,0.983,95.0(0.13860951783130054),0.0222,2.1,0.235,0.862,0.848,0.834
cifar10,128,linf,xiao_2020,fb_pgd_minimal,99.9(0.09297218119273712),0.0524,5.23,0.124,0.859,98.1(0.48912846493554996),0.0767,7.53,0.0,0.684,100.0(0.13114949103898868),0.3108,31.08,0.014,0.967,99.7(0.2847773305985567),1.2859,128.23,0.072,0.533,99.2(0.11680967067559903),0.0203,2.01,0.253,0.824,0.358,0.834
cifar10,128,linf,xiao_2020,dr_pgd_minimal,99.8(0.09329896192040442),0.0528,5.27,0.134,0.837,90.6(0.4810912809579379),0.0816,7.39,0.0,0.714,100.0(0.13114891388540992),0.3057,30.57,0.015,0.951,99.5(0.28510854171277833),2.339,232.61,0.051,0.613,94.6(0.14020164540188063),0.0231,2.18,0.251,0.83,0.301,0.833
cifar10,128,linf,xiao_2020,ta_pgd_minimal,99.8(0.09362279264050444),0.0474,4.73,0.132,0.839,89.4(0.47942900868425),0.0598,5.34,0.0,0.695,100.0(0.1310915872532526),0.3027,30.27,0.015,0.952,99.1(0.2854696690596112),1.1843,117.42,0.054,0.566,94.4(0.1411025612313093),0.0225,2.12,0.252,0.82,0.285,0.826
cifar10,128,linf,xiao_2020,fb_bim_minimal,99.8(0.09370448902478433),0.0463,4.62,0.163,0.777,96.4(0.4873248423115385),0.0924,8.9,0.0,0.716,100.0(0.1310915872532526),0.2551,25.51,0.018,0.934,99.9(0.28453147315108557),3.8505,384.69,0.059,0.613,99.0(0.11814113518002473),0.0211,2.09,0.259,0.824,0.069,0.813
cifar10,128,linf,xiao_2020,adv_lib_pgd_minimal,99.9(0.09264523522853181),0.0484,4.83,0.149,0.813,99.2(0.490177030530284),0.0737,7.31,0.0,0.75,99.9(0.1314930018262661),0.1902,19.01,0.031,0.797,100.0(0.28442112908551526),98.8179,9881.79,0.003,0.863,99.8(0.11335722978607485),0.0227,2.26,0.234,0.88,0.735,0.81
cifar10,128,linf,xiao_2020,original_ga_dmi_fgsm,98.0(0.10627356428389467),0.0126,1.24,0.4,0.579,78.1(0.4632849737695793),0.0141,1.1,0.0,0.626,79.0(0.1973053263781336),0.0196,1.55,0.2,0.59,99.5(0.28783453390792946),0.014,1.39,0.2,0.357,96.3(0.13233363535122847),0.0116,1.12,0.4,0.697,0.062,0.623
cifar10,128,linf,xiao_2020,original_ga_tdmi_fgsm,98.3(0.1039077940777909),0.0128,1.26,0.4,0.593,77.2(0.46133456528655536),0.0143,1.1,0.0,0.579,79.6(0.1960632094455901),0.0196,1.56,0.2,0.596,99.5(0.28781001344865326),0.0143,1.43,0.2,0.381,96.2(0.13285162644523413),0.0119,1.14,0.4,0.711,0.032,0.62
cifar10,128,linf,xiao_2020,original_ga_fgsm,11.6(0.12920421050538827),0.0713,0.83,100000.0,0.125,10.6(0.20086660916600094),0.0986,1.05,0.0,0.127,16.8(0.15549088194871102),0.1949,3.27,100000.0,0.165,26.3(0.2263277890535315),0.0851,2.24,0.078,0.218,4.6(0.08539619337292116),0.0556,0.26,100000.0,0.054,0.038,0.118
cifar10,128,linf,wang_2023_small,art_pgd_minimal,100.0(0.09182025822469204),0.3739,37.39,0.046,0.956,99.1(0.4899391897581707),0.0901,8.93,0.0,0.921,100.0(0.1310915872532526),0.3431,34.31,0.016,0.958,100.0(0.28442112908551526),2.0113,201.13,0.027,0.93,100.0(0.11194518766881803),0.1723,17.23,0.052,0.968,0.858,0.941
cifar10,128,linf,wang_2023_small,art_bim_minimal,100.0(0.09190926259919209),0.2358,23.58,0.045,0.955,98.7(0.4896250850253215),0.0905,8.94,0.0,0.92,100.0(0.13120718597882008),0.3619,36.18,0.016,0.956,100.0(0.28725329619552037),17.2208,1722.08,0.027,0.929,100.0(0.11194518766881803),0.1734,17.34,0.052,0.969,11.385,0.94
cifar10,128,linf,wang_2023_small,dr_pgd_minimal,100.0(0.09182025822469204),0.3786,37.86,0.041,0.97,99.7(0.49052109855189074),0.0888,8.85,0.0,0.907,100.0(0.1310915872532526),0.3243,32.43,0.018,0.945,99.9(0.2845113141953798),1.9629,196.14,0.027,0.917,100.0(0.11194518766881803),0.1748,17.48,0.048,0.97,0.84,0.935
cifar10,128,linf,wang_2023_small,ta_pgd_minimal,100.0(0.09182025822469204),0.3786,37.86,0.042,0.966,100.0(0.49087802420750504),0.0883,8.83,0.0,0.876,100.0(0.1310915872532526),0.3207,32.07,0.019,0.943,100.0(0.28442112908551526),1.6379,163.79,0.027,0.902,100.0(0.11194518766881803),0.1742,17.42,0.049,0.962,0.943,0.922
cifar10,128,linf,wang_2023_small,fb_bim_minimal,100.0(0.09182025822469204),0.3682,36.82,0.048,0.91,99.7(0.490592188221445),0.0908,9.05,0.0,0.912,100.0(0.1310915872532526),0.3095,30.95,0.021,0.924,100.0(0.28442112908551526),1.8224,182.24,0.026,0.921,100.0(0.11194518766881803),0.1683,16.83,0.054,0.923,0.227,0.917
cifar10,128,linf,wang_2023_small,ch_pgd_minimal,100.0(0.09182025822469204),0.3723,37.23,0.045,0.936,99.9(0.49074763872413824),0.0876,8.75,0.0,0.883,100.0(0.1310915872532526),0.3442,34.42,0.016,0.961,100.0(0.28442112908551526),1.5052,150.52,0.027,0.85,100.0(0.11194518766881803),0.1695,16.95,0.052,0.929,0.91,0.908
cifar10,128,linf,wang_2023_small,fb_pgd_minimal,100.0(0.09182025822469204),0.3059,30.59,0.053,0.898,99.2(0.49012113984291633),0.079,7.83,0.0,0.873,100.0(0.1310915872532526),0.3324,33.24,0.016,0.965,100.0(0.2844406196508309),1.8872,188.69,0.03,0.849,100.0(0.11194518766881803),0.1438,14.38,0.064,0.866,1.031,0.896
cifar10,128,linf,wang_2023_small,ta_apgd_minimal,100.0(0.09182025822469204),0.1667,16.67,0.051,0.92,99.4(0.49026465544580666),0.0395,3.93,0.0,0.911,100.0(0.13114949103898868),0.126,12.6,0.051,0.805,100.0(0.28442112908551526),0.0883,8.83,0.051,0.886,100.0(0.11194518766881803),0.1769,17.69,0.048,0.987,3.292,0.881
cifar10,128,linf,wang_2023_small,original_apgd_minimal,100.0(0.09182025822469204),0.1667,16.67,0.051,0.92,99.5(0.49031859633813196),0.0395,3.93,0.0,0.911,100.0(0.13114949103898868),0.126,12.6,0.051,0.805,100.0(0.28442112908551526),0.0883,8.83,0.051,0.886,100.0(0.11194518766881803),0.1769,17.69,0.048,0.987,2.058,0.881
cifar10,128,linf,wang_2023_small,adv_lib_apgd_minimal,100.0(0.09190926259919209),0.1384,13.84,0.052,0.905,99.5(0.4903902212726967),0.033,3.28,0.0,0.793,100.0(0.13114883807138134),0.1204,12.04,0.05,0.804,100.0(0.28729564890338327),11.6683,1166.48,0.053,0.805,100.0(0.11194518766881803),0.1945,19.45,0.046,0.991,4.651,0.827
cifar10,128,linf,wang_2023_small,art_fgm_minimal,93.2(0.1324225748237133),0.361,33.65,0.091,0.592,95.6(0.4865277298647992),0.0941,8.99,0.0,0.861,99.7(0.13274333943648645),0.3367,33.56,0.017,0.925,97.9(0.28690887882189064),1.6344,160.05,0.029,0.788,91.0(0.15468792856425778),0.1563,14.22,0.097,0.604,0.031,0.792
cifar10,128,linf,wang_2023_small,ch_fgm_minimal,93.2(0.1324225748237133),0.361,33.65,0.091,0.592,95.6(0.4865277298647992),0.0941,8.99,0.0,0.861,99.7(0.13274333943648645),0.3367,33.56,0.017,0.925,97.9(0.28690887882189064),1.6344,160.05,0.029,0.788,91.0(0.15468792856425778),0.1563,14.22,0.097,0.604,0.03,0.792
cifar10,128,linf,wang_2023_small,dr_fgm_minimal,93.2(0.1324225748237133),0.361,33.65,0.091,0.592,95.6(0.4865277298647992),0.0941,8.99,0.0,0.861,99.7(0.13274333943648645),0.3367,33.56,0.017,0.925,97.9(0.28690887882189064),1.6344,160.05,0.029,0.788,91.0(0.15468792856425778),0.1563,14.22,0.097,0.604,0.033,0.792
cifar10,128,linf,wang_2023_small,fb_fgm_minimal,93.2(0.1324225748237133),0.361,33.65,0.091,0.592,95.6(0.4865277298647992),0.0941,8.99,0.0,0.861,99.7(0.13274333943648645),0.3367,33.56,0.017,0.925,97.9(0.28690887882189064),1.6344,160.05,0.029,0.788,91.0(0.15468792856425778),0.1563,14.22,0.097,0.604,0.03,0.792
cifar10,128,linf,wang_2023_small,ta_fgsm_minimal,93.2(0.1324225748237133),0.361,33.65,0.091,0.592,95.6(0.4865277298647992),0.0941,8.99,0.0,0.861,99.7(0.13274333943648645),0.3367,33.56,0.017,0.925,97.9(0.28690887882189064),1.6344,160.05,0.029,0.788,91.0(0.15468792856425778),0.1563,14.22,0.097,0.604,0.029,0.792
cifar10,128,linf,wang_2023_small,adv_lib_pgd_minimal,100.0(0.09182025822469204),0.1373,13.73,0.067,0.799,100.0(0.49087802420750504),0.0315,3.15,0.0,0.854,100.0(0.1310915872532526),0.1048,10.48,0.068,0.705,100.0(0.28442112908551526),0.3822,38.22,0.063,0.791,100.0(0.11194518766881803),0.1463,14.63,0.063,0.873,0.816,0.787
cifar10,128,linf,wang_2023_small,original_ga_tdmi_fgsm,100.0(0.09190926259919209),0.0185,1.85,0.2,0.58,88.5(0.4778574439433096),0.0161,1.43,0.0,0.777,91.9(0.16481396901348955),0.0196,1.8,0.2,0.572,99.9(0.28733123975316727),0.0183,1.83,0.2,0.728,99.7(0.11368703113319154),0.019,1.9,0.2,0.676,0.062,0.664
cifar10,128,linf,wang_2023_small,original_ga_dmi_fgsm,100.0(0.09215745237407015),0.0185,1.85,0.2,0.577,87.9(0.4773940275310439),0.0162,1.42,0.0,0.775,91.8(0.16519401140114123),0.0196,1.8,0.2,0.571,100.0(0.28729268716306927),0.0182,1.82,0.2,0.719,99.8(0.11315551586586667),0.019,1.89,0.2,0.674,0.127,0.661
cifar10,128,linf,wang_2023_small,original_ga_fgsm,65.5(0.20000031192040144),0.0801,5.25,0.078,0.604,16.3(0.2448515486066967),0.1012,1.65,0.0,0.186,29.0(0.19104572866270694),0.2188,6.35,100000.0,0.289,61.5(0.294519090014755),0.0858,5.27,0.047,0.592,67.7(0.20450957920609975),0.077,5.22,0.078,0.646,0.338,0.418
cifar10,128,linf,ensemble,art_bim_HORNET,100.0(0.09190926259919209),0.2476,24.76,0.042,0.92,100.0(0.49086032679806957),0.1528,15.28,0.0,0.926,100.0(0.1310915872532526),0.5143,51.43,0.01,0.972,100.0(0.28725329619552037),71.4784,7147.84,0.015,0.928,100.0(0.11201316385259372),0.0343,3.43,0.187,0.879,34.509,0.925
cifar10,128,linf,ensemble,art_pgd_HORNET,100.0(0.09190926259919209),0.2417,24.17,0.043,0.92,99.9(0.49082289367123916),0.1474,14.73,0.0,0.924,100.0(0.1310915872532526),0.4943,49.43,0.01,0.972,100.0(0.28442112908551526),5.976,597.6,0.015,0.929,100.0(0.11214850570637648),0.034,3.4,0.187,0.874,4.388,0.924
cifar10,128,linf,ensemble,ch_pgd_HORNET,100.0(0.09182025822469204),0.5056,50.56,0.043,0.906,99.9(0.4908356122190403),0.1318,13.18,0.0,0.893,100.0(0.1310915872532526),0.5045,50.45,0.01,0.976,100.0(0.28442112908551526),5.7439,574.39,0.015,0.874,100.0(0.1120130377064289),0.0379,3.79,0.155,0.956,3.828,0.921
cifar10,128,linf,ensemble,art_fgm_HORNET,100.0(0.0919031210270372),0.527,52.69,0.045,0.822,97.2(0.48822010318828735),0.1632,15.86,0.0,0.91,100.0(0.1310915872532526),0.5115,51.15,0.01,0.972,100.0(0.28442112908551526),4.5578,455.78,0.015,0.846,98.8(0.11938723691165588),0.0462,4.56,0.151,0.959,0.144,0.902
cifar10,128,linf,ensemble,ch_fgm_HORNET,100.0(0.0919031210270372),0.527,52.69,0.045,0.822,97.2(0.48822010318828735),0.1632,15.86,0.0,0.91,100.0(0.1310915872532526),0.5115,51.15,0.01,0.972,100.0(0.28442112908551526),4.5578,455.78,0.015,0.846,98.8(0.11938723691165588),0.0462,4.56,0.151,0.959,0.139,0.902
cifar10,128,linf,ensemble,dr_fgm_HORNET,100.0(0.0919031210270372),0.527,52.69,0.045,0.822,97.2(0.48822010318828735),0.1632,15.86,0.0,0.91,100.0(0.1310915872532526),0.5115,51.15,0.01,0.972,100.0(0.28442112908551526),4.5578,455.78,0.015,0.846,98.8(0.11938723691165588),0.0462,4.56,0.151,0.959,0.147,0.902
cifar10,128,linf,ensemble,fb_fgm_HORNET,100.0(0.0919031210270372),0.527,52.69,0.045,0.822,97.2(0.48822010318828735),0.1632,15.86,0.0,0.91,100.0(0.1310915872532526),0.5115,51.15,0.01,0.972,100.0(0.28442112908551526),4.5578,455.78,0.015,0.846,98.8(0.11938723691165588),0.0462,4.56,0.151,0.959,0.14,0.902
cifar10,128,linf,ensemble,ta_fgsm_HORNET,100.0(0.0919031210270372),0.527,52.69,0.045,0.822,97.2(0.48822010318828735),0.1632,15.86,0.0,0.91,100.0(0.1310915872532526),0.5115,51.15,0.01,0.972,100.0(0.28442112908551526),4.5578,455.78,0.015,0.846,98.8(0.11938723691165588),0.0462,4.56,0.151,0.959,0.137,0.902
cifar10,128,linf,ensemble,original_apgd_HORNET,100.0(0.09182025822469204),0.4724,47.24,0.049,0.869,100.0(0.49087802420750504),0.0858,8.58,0.0,0.91,100.0(0.1310915872532526),0.392,39.2,0.012,0.943,100.0(0.28442112908551526),1.0539,105.39,0.029,0.906,100.0(0.11194518766881803),0.0335,3.35,0.185,0.88,9.709,0.902
cifar10,128,linf,ensemble,ta_apgd_HORNET,100.0(0.09182025822469204),0.4726,47.26,0.049,0.869,100.0(0.49087802420750504),0.0861,8.61,0.0,0.909,100.0(0.1310915872532526),0.3919,39.19,0.012,0.942,100.0(0.28442112908551526),1.0549,105.49,0.029,0.907,100.0(0.11194518766881803),0.0335,3.35,0.185,0.88,9.54,0.902
cifar10,128,linf,ensemble,dr_pgd_HORNET,100.0(0.09182025822469204),0.4263,42.63,0.041,0.928,99.9(0.4908187733155432),0.1281,12.8,0.0,0.895,100.0(0.1310915872532526),0.4848,48.48,0.011,0.967,100.0(0.28442112908551526),6.5483,654.83,0.015,0.917,96.8(0.1300277537645604),0.0321,3.1,0.216,0.769,4.068,0.895
cifar10,128,linf,ensemble,ta_pgd_HORNET,100.0(0.09182025822469204),0.4215,42.15,0.041,0.923,100.0(0.49087802420750504),0.113,11.3,0.0,0.864,100.0(0.1310915872532526),0.4803,48.03,0.011,0.967,100.0(0.28442112908551526),5.187,518.7,0.016,0.902,96.1(0.13347910456670944),0.0313,3.0,0.224,0.745,3.765,0.88
cifar10,128,linf,ensemble,fb_bim_HORNET,100.0(0.09182025822469204),0.5147,51.47,0.047,0.846,100.0(0.49086138533146373),0.1476,14.76,0.0,0.907,100.0(0.1310915872532526),0.4479,44.79,0.012,0.946,100.0(0.28442112908551526),6.6229,662.29,0.015,0.92,100.0(0.11221608534915575),0.0313,3.13,0.222,0.772,1.009,0.878
cifar10,128,linf,ensemble,adv_lib_apgd_HORNET,100.0(0.09190926259919209),0.1526,15.26,0.05,0.845,100.0(0.49087802420750504),0.0779,7.79,0.0,0.816,100.0(0.1310915872532526),0.3635,36.35,0.012,0.933,100.0(0.28725329619552037),18.9463,1894.63,0.031,0.839,99.8(0.11322276590423401),0.0299,2.99,0.203,0.821,31.026,0.851
cifar10,128,linf,ensemble,fb_pgd_HORNET,100.0(0.09182025822469204),0.4517,45.17,0.051,0.819,100.0(0.49087802420750504),0.1268,12.68,0.0,0.852,100.0(0.1310915872532526),0.4564,45.64,0.011,0.967,100.0(0.28442112908551526),5.1413,514.13,0.016,0.85,99.8(0.11322311420149717),0.0283,2.83,0.229,0.745,4.694,0.847
cifar10,128,linf,ensemble,adv_lib_pgd_HORNET,100.0(0.09182025822469204),0.4666,46.66,0.062,0.721,100.0(0.49087802420750504),0.097,9.7,0.0,0.848,100.0(0.1310915872532526),0.3853,38.53,0.012,0.941,100.0(0.28442112908551526),1.3098,130.98,0.031,0.83,100.0(0.11201276280057851),0.0328,3.28,0.201,0.833,9.469,0.834
cifar10,128,linf,ensemble,original_ga_tdmi_fgsm,100.0(0.09190926259919209),0.0193,1.93,0.2,0.0,97.6(0.48833432294521256),0.0165,1.61,0.0,0.769,99.5(0.1334717470377846),0.0196,1.95,0.2,0.0,100.0(0.28725329619552037),0.0188,1.88,0.2,0.742,99.9(0.11235108380626517),0.0151,1.51,0.2,0.875,0.145,0.477
cifar10,128,linf,ensemble,original_ga_dmi_fgsm,100.0(0.09190926259919209),0.0192,1.92,0.2,0.0,98.1(0.48905384283212966),0.0164,1.61,0.0,0.826,99.5(0.13364000311832977),0.0196,1.95,0.2,0.0,100.0(0.28725329619552037),0.0187,1.87,0.2,0.735,100.0(0.11221570250013498),0.0148,1.48,0.2,0.768,0.329,0.466
cifar10,128,linf,ensemble,original_ga_fgsm,69.9(0.19504609514966917),0.0891,6.23,0.063,0.59,22.0(0.2808417647750628),0.1016,2.23,0.0,0.25,53.2(0.21711698927633596),0.2259,12.01,0.031,0.502,65.8(0.2976012661717932),0.0945,6.22,0.047,0.631,9.8(0.1213142641153764),0.0583,0.57,100000.0,0.118,0.297,0.418
